Date,Vegetable_Name,Season,Daily_Arrival_MT,Estimated_Sales_MT,Wholesale_Price_Rs_kg,Supply_Status
2022-04-20,Tomato,Off-season,39.56,29.67,101.11,Low
2022-04-21,Tomato,Off-season,40.85,30.64,97.91,Low
2022-04-22,Tomato,Off-season,40.98,30.74,97.61,Low
2022-04-23,Tomato,Off-season,39.54,29.66,101.16,Low
2022-04-24,Tomato,Off-season,42.05,31.54,95.13,Low
2022-04-25,Tomato,Off-season,36.57,27.43,109.39,Low
2022-04-26,Tomato,Off-season,41.62,31.21,96.1,Low
2022-04-27,Tomato,Off-season,37.61,28.21,106.36,Low
2022-04-28,Tomato,Off-season,36.75,27.56,108.85,Low
2022-04-29,Tomato,Off-season,36.87,27.65,108.48,Low
2022-04-30,Tomato,Off-season,34.76,26.07,115.06,Low
2022-05-01,Tomato,Yala,105.58,79.18,75.77,Stable
2022-05-02,Tomato,Yala,115.51,86.63,69.26,Stable
2022-05-03,Tomato,Yala,111.64,83.73,71.66,Stable
2022-05-04,Tomato,Yala,106.97,80.23,74.79,Stable
2022-05-05,Tomato,Yala,106.02,79.52,75.46,Stable
2022-05-06,Tomato,Yala,111.37,83.53,71.83,Stable
2022-05-07,Tomato,Yala,107.4,80.55,74.49,Stable
2022-05-08,Tomato,Yala,105.95,79.46,75.51,Stable
2022-05-09,Tomato,Yala,116.19,87.14,68.85,Stable
2022-05-10,Tomato,Yala,124.42,93.32,64.3,Stable
2022-05-11,Tomato,Yala,107.01,80.26,74.76,Stable
2022-05-12,Tomato,Yala,116.99,87.74,68.38,Stable
2022-05-13,Tomato,Yala,114.63,85.97,69.79,Stable
2022-05-14,Tomato,Yala,108.33,81.25,73.85,Stable
2022-05-15,Tomato,Yala,111.75,83.81,71.59,Stable
2022-05-16,Tomato,Yala,109.89,82.42,72.8,Stable
2022-05-17,Tomato,Yala,111.59,83.69,71.69,Stable
2022-05-18,Tomato,Yala,113.44,85.08,70.52,Stable
2022-05-19,Tomato,Yala,122.91,92.18,65.09,Stable
2022-05-20,Tomato,Yala,113.07,84.8,70.75,Stable
2022-05-21,Tomato,Yala,104.52,78.39,76.54,Stable
2022-05-22,Tomato,Yala,120.99,90.74,66.12,Stable
2022-05-23,Tomato,Yala,111.44,83.58,71.79,Stable
2022-05-24,Tomato,Yala,104.41,78.31,76.62,Stable
2022-05-25,Tomato,Yala,106.95,80.21,74.8,Stable
2022-05-26,Tomato,Yala,104.63,78.47,76.46,Stable
2022-05-27,Tomato,Yala,123.65,92.74,64.7,Stable
2022-05-28,Tomato,Yala,104.75,78.56,76.37,Stable
2022-05-29,Tomato,Yala,114.55,85.91,69.84,Stable
2022-05-30,Tomato,Yala,111.11,83.33,72.0,Stable
2022-05-31,Tomato,Yala,105.25,78.94,76.01,Stable
2022-06-01,Tomato,Yala,105.68,79.26,75.7,Stable
2022-06-02,Tomato,Yala,116.38,87.28,68.74,Stable
2022-06-03,Tomato,Yala,118.57,88.93,67.47,Stable
2022-06-04,Tomato,Yala,104.73,78.55,76.39,Stable
2022-06-05,Tomato,Yala,107.6,80.7,74.35,Stable
2022-06-06,Tomato,Yala,123.74,92.8,64.65,Stable
2022-06-07,Tomato,Yala,110.59,82.94,72.34,Stable
2022-06-08,Tomato,Yala,106.27,79.7,75.28,Stable
2022-06-09,Tomato,Yala,119.85,89.89,66.75,Stable
2022-06-10,Tomato,Yala,119.53,89.65,66.93,Stable
2022-06-11,Tomato,Yala,114.94,86.2,69.6,Stable
2022-06-12,Tomato,Yala,104.55,78.41,76.52,Stable
2022-06-13,Tomato,Yala,105.57,79.18,75.78,Stable
2022-06-14,Tomato,Yala,103.56,77.67,77.25,Stable
2022-06-15,Tomato,Yala,114.03,85.52,70.16,Stable
2022-06-16,Tomato,Yala,110.99,83.24,72.08,Stable
2022-06-17,Tomato,Yala,106.64,79.98,75.02,Stable
2022-06-18,Tomato,Yala,125.57,94.18,63.71,Stable
2022-06-19,Tomato,Yala,108.43,81.32,73.78,Stable
2022-06-20,Tomato,Yala,103.53,77.65,77.27,Stable
2022-06-21,Tomato,Yala,113.78,85.34,70.31,Stable
2022-06-22,Tomato,Yala,109.02,81.76,73.38,Stable
2022-06-23,Tomato,Yala,122.47,91.85,65.32,Stable
2022-06-24,Tomato,Yala,119.03,89.27,67.21,Stable
2022-06-25,Tomato,Yala,110.27,82.7,72.55,Stable
2022-06-26,Tomato,Yala,117.98,88.48,67.81,Stable
2022-06-27,Tomato,Yala,114.84,86.13,69.66,Stable
2022-06-28,Tomato,Yala,115.26,86.44,69.41,Stable
2022-06-29,Tomato,Yala,110.79,83.09,72.21,Stable
2022-06-30,Tomato,Yala,120.19,90.14,66.56,Stable
2022-07-01,Tomato,Yala,125.0,93.75,64.0,Stable
2022-07-02,Tomato,Yala,111.61,83.71,71.68,Stable
2022-07-03,Tomato,Yala,115.39,86.54,69.33,Stable
2022-07-04,Tomato,Yala,108.95,81.71,73.43,Stable
2022-07-05,Tomato,Yala,118.17,88.63,67.7,Stable
2022-07-06,Tomato,Yala,111.87,83.9,71.51,Stable
2022-07-07,Tomato,Yala,109.16,81.87,73.29,Stable
2022-07-08,Tomato,Yala,121.34,91.0,65.93,Stable
2022-07-09,Tomato,Yala,109.3,81.98,73.19,Stable
2022-07-10,Tomato,Yala,121.91,91.43,65.62,Stable
2022-07-11,Tomato,Yala,117.22,87.92,68.25,Stable
2022-07-12,Tomato,Yala,104.06,78.04,76.88,Stable
2022-07-13,Tomato,Yala,110.6,82.95,72.33,Stable
2022-07-14,Tomato,Yala,106.33,79.75,75.24,Stable
2022-07-15,Tomato,Yala,111.54,83.66,71.72,Stable
2022-07-16,Tomato,Yala,107.2,80.4,74.63,Stable
2022-07-17,Tomato,Yala,115.27,86.45,69.4,Stable
2022-07-18,Tomato,Yala,122.7,92.02,65.2,Stable
2022-07-19,Tomato,Yala,121.4,91.05,65.9,Stable
2022-07-20,Tomato,Yala,111.31,83.48,71.87,Stable
2022-07-21,Tomato,Yala,125.31,93.98,63.84,Stable
2022-07-22,Tomato,Yala,105.19,78.89,76.05,Stable
2022-07-23,Tomato,Yala,110.22,82.66,72.58,Stable
2022-07-24,Tomato,Yala,110.25,82.69,72.56,Stable
2022-07-25,Tomato,Yala,105.12,78.84,76.1,Stable
2022-07-26,Tomato,Yala,117.68,88.26,67.98,Stable
2022-07-27,Tomato,Yala,125.16,93.87,63.92,Stable
2022-07-28,Tomato,Yala,124.9,93.68,64.05,Stable
2022-07-29,Tomato,Yala,114.17,85.63,70.07,Stable
2022-07-30,Tomato,Yala,108.49,81.37,73.74,Stable
2022-07-31,Tomato,Yala,114.24,85.68,70.03,Stable
2022-08-01,Tomato,Yala,106.41,79.81,75.18,Stable
2022-08-02,Tomato,Yala,118.82,89.12,67.33,Stable
2022-08-03,Tomato,Yala,105.88,79.41,75.56,Stable
2022-08-04,Tomato,Yala,120.41,90.31,66.44,Stable
2022-08-05,Tomato,Yala,120.46,90.34,66.41,Stable
2022-08-06,Tomato,Yala,116.58,87.44,68.62,Stable
2022-08-07,Tomato,Yala,111.19,83.39,71.95,Stable
2022-08-08,Tomato,Yala,108.64,81.48,73.64,Stable
2022-08-09,Tomato,Yala,107.74,80.8,74.25,Stable
2022-08-10,Tomato,Yala,104.33,78.25,76.68,Stable
2022-08-11,Tomato,Yala,107.86,80.9,74.17,Stable
2022-08-12,Tomato,Yala,122.51,91.88,65.3,Stable
2022-08-13,Tomato,Yala,125.27,93.95,63.86,Stable
2022-08-14,Tomato,Yala,118.31,88.73,67.62,Stable
2022-08-15,Tomato,Yala,124.69,93.52,64.16,Stable
2022-08-16,Tomato,Yala,107.04,80.28,74.74,Stable
2022-08-17,Tomato,Yala,106.75,80.06,74.94,Stable
2022-08-18,Tomato,Yala,117.23,87.92,68.24,Stable
2022-08-19,Tomato,Yala,114.71,86.03,69.74,Stable
2022-08-20,Tomato,Yala,117.92,88.44,67.84,Stable
2022-08-21,Tomato,Yala,103.68,77.76,77.16,Stable
2022-08-22,Tomato,Yala,123.65,92.74,64.7,Stable
2022-08-23,Tomato,Yala,126.16,94.62,63.41,Stable
2022-08-24,Tomato,Yala,112.09,84.07,71.37,Stable
2022-08-25,Tomato,Yala,111.02,83.26,72.06,Stable
2022-08-26,Tomato,Yala,121.38,91.04,65.91,Stable
2022-08-27,Tomato,Yala,115.16,86.37,69.47,Stable
2022-08-28,Tomato,Yala,109.24,81.93,73.23,Stable
2022-08-29,Tomato,Yala,124.84,93.63,64.08,Stable
2022-08-30,Tomato,Yala,107.18,80.39,74.64,Stable
2022-08-31,Tomato,Yala,120.77,90.58,66.24,Stable
2022-09-01,Tomato,Off-season,40.25,30.19,99.39,Low
2022-09-02,Tomato,Off-season,41.07,30.8,97.39,Low
2022-09-03,Tomato,Off-season,41.05,30.79,97.44,Low
2022-09-04,Tomato,Off-season,36.17,27.13,110.58,Low
2022-09-05,Tomato,Off-season,39.62,29.71,100.97,Low
2022-09-06,Tomato,Off-season,35.76,26.82,111.87,Low
2022-09-07,Tomato,Off-season,39.07,29.3,102.39,Low
2022-09-08,Tomato,Off-season,37.09,27.82,107.85,Low
2022-09-09,Tomato,Off-season,37.79,28.34,105.86,Low
2022-09-10,Tomato,Off-season,38.41,28.81,104.13,Low
2022-09-11,Tomato,Off-season,40.48,30.36,98.82,Low
2022-09-12,Tomato,Off-season,40.58,30.44,98.56,Low
2022-09-13,Tomato,Off-season,37.78,28.34,105.88,Low
2022-09-14,Tomato,Off-season,40.95,30.71,97.67,Low
2022-09-15,Tomato,Off-season,41.84,31.38,95.6,Low
2022-09-16,Tomato,Off-season,40.53,30.4,98.69,Low
2022-09-17,Tomato,Off-season,35.75,26.81,111.89,Low
2022-09-18,Tomato,Off-season,37.76,28.32,105.93,Low
2022-09-19,Tomato,Off-season,38.5,28.88,103.9,Low
2022-09-20,Tomato,Off-season,36.28,27.21,110.25,Low
2022-09-21,Tomato,Off-season,37.94,28.46,105.44,Low
2022-09-22,Tomato,Off-season,37.01,27.76,108.08,Low
2022-09-23,Tomato,Off-season,39.52,29.64,101.22,Low
2022-09-24,Tomato,Off-season,37.86,28.4,105.66,Low
2022-09-25,Tomato,Off-season,39.3,29.48,101.78,Low
2022-09-26,Tomato,Off-season,34.43,25.82,116.17,Low
2022-09-27,Tomato,Off-season,40.79,30.59,98.07,Low
2022-09-28,Tomato,Off-season,35.63,26.72,112.27,Low
2022-09-29,Tomato,Off-season,39.64,29.73,100.9,Low
2022-09-30,Tomato,Off-season,40.95,30.71,97.69,Low
2022-10-01,Tomato,Maha,180.78,135.58,66.38,High
2022-10-02,Tomato,Maha,181.74,136.3,66.03,High
2022-10-03,Tomato,Maha,166.16,124.62,72.22,Stable
2022-10-04,Tomato,Maha,162.71,122.03,73.75,Stable
2022-10-05,Tomato,Maha,164.38,123.28,73.0,Stable
2022-10-06,Tomato,Maha,187.27,140.45,64.08,High
2022-10-07,Tomato,Maha,187.88,140.91,63.87,High
2022-10-08,Tomato,Maha,158.04,118.53,75.93,Stable
2022-10-09,Tomato,Maha,164.88,123.66,72.78,Stable
2022-10-10,Tomato,Maha,156.21,117.16,76.82,Stable
2022-10-11,Tomato,Maha,160.66,120.5,74.69,Stable
2022-10-12,Tomato,Maha,167.13,125.35,71.8,Stable
2022-10-13,Tomato,Maha,187.44,140.58,64.02,High
2022-10-14,Tomato,Maha,162.45,121.84,73.87,Stable
2022-10-15,Tomato,Maha,157.25,117.94,76.31,Stable
2022-10-16,Tomato,Maha,166.53,124.9,72.06,Stable
2022-10-17,Tomato,Maha,173.76,130.32,69.06,Stable
2022-10-18,Tomato,Maha,175.59,131.69,68.34,Stable
2022-10-19,Tomato,Maha,181.24,135.93,66.21,High
2022-10-20,Tomato,Maha,166.27,124.7,72.17,Stable
2022-10-21,Tomato,Maha,160.02,120.02,74.99,Stable
2022-10-22,Tomato,Maha,168.97,126.73,71.02,Stable
2022-10-23,Tomato,Maha,181.76,136.32,66.02,High
2022-10-24,Tomato,Maha,156.84,117.63,76.51,Stable
2022-10-25,Tomato,Maha,167.27,125.45,71.74,Stable
2022-10-26,Tomato,Maha,157.17,117.88,76.35,Stable
2022-10-27,Tomato,Maha,174.6,130.95,68.73,Stable
2022-10-28,Tomato,Maha,167.81,125.86,71.51,Stable
2022-10-29,Tomato,Maha,189.16,141.87,63.44,High
2022-10-30,Tomato,Maha,188.32,141.24,63.72,High
2022-10-31,Tomato,Maha,157.46,118.1,76.21,Stable
2022-11-01,Tomato,Maha,160.54,120.4,74.75,Stable
2022-11-02,Tomato,Maha,155.44,116.58,77.2,Stable
2022-11-03,Tomato,Maha,178.54,133.9,67.21,Stable
2022-11-04,Tomato,Maha,155.02,116.27,77.41,Stable
2022-11-05,Tomato,Maha,187.97,140.98,63.84,High
2022-11-06,Tomato,Maha,181.46,136.1,66.13,High
2022-11-07,Tomato,Maha,155.4,116.55,77.22,Stable
2022-11-08,Tomato,Maha,189.07,141.8,63.47,High
2022-11-09,Tomato,Maha,168.59,126.44,71.18,Stable
2022-11-10,Tomato,Maha,160.81,120.61,74.62,Stable
2022-11-11,Tomato,Maha,166.55,124.91,72.05,Stable
2022-11-12,Tomato,Maha,155.54,116.66,77.15,Stable
2022-11-13,Tomato,Maha,165.04,123.78,72.71,Stable
2022-11-14,Tomato,Maha,155.9,116.93,76.97,Stable
2022-11-15,Tomato,Maha,155.88,116.91,76.98,Stable
2022-11-16,Tomato,Maha,183.29,137.47,65.47,High
2022-11-17,Tomato,Maha,160.77,120.58,74.64,Stable
2022-11-18,Tomato,Maha,173.96,130.47,68.98,Stable
2022-11-19,Tomato,Maha,162.16,121.62,74.0,Stable
2022-11-20,Tomato,Maha,176.91,132.68,67.83,Stable
2022-11-21,Tomato,Maha,167.62,125.72,71.59,Stable
2022-11-22,Tomato,Maha,164.32,123.24,73.03,Stable
2022-11-23,Tomato,Maha,160.19,120.14,74.91,Stable
2022-11-24,Tomato,Maha,155.88,116.91,76.98,Stable
2022-11-25,Tomato,Maha,156.6,117.45,76.63,Stable
2022-11-26,Tomato,Maha,156.33,117.25,76.76,Stable
2022-11-27,Tomato,Maha,157.44,118.08,76.22,Stable
2022-11-28,Tomato,Maha,161.77,121.33,74.18,Stable
2022-11-29,Tomato,Maha,156.49,117.37,76.68,Stable
2022-11-30,Tomato,Maha,166.16,124.62,72.22,Stable
2022-12-01,Tomato,Maha,161.33,121.0,74.38,Stable
2022-12-02,Tomato,Maha,179.61,134.71,66.81,High
2022-12-03,Tomato,Maha,173.26,129.94,69.26,Stable
2022-12-04,Tomato,Maha,176.81,132.61,67.87,Stable
2022-12-05,Tomato,Maha,165.47,124.1,72.52,Stable
2022-12-06,Tomato,Maha,174.62,130.96,68.72,Stable
2022-12-07,Tomato,Maha,185.39,139.04,64.73,High
2022-12-08,Tomato,Maha,179.56,134.67,66.83,High
2022-12-09,Tomato,Maha,165.91,124.43,72.33,Stable
2022-12-10,Tomato,Maha,166.88,125.16,71.91,Stable
2022-12-11,Tomato,Maha,172.14,129.1,69.71,Stable
2022-12-12,Tomato,Maha,179.8,134.85,66.74,High
2022-12-13,Tomato,Maha,179.45,134.59,66.87,High
2022-12-14,Tomato,Maha,177.28,132.96,67.69,Stable
2022-12-15,Tomato,Maha,171.45,128.59,69.99,Stable
2022-12-16,Tomato,Maha,185.96,139.47,64.53,High
2022-12-17,Tomato,Maha,159.45,119.59,75.26,Stable
2022-12-18,Tomato,Maha,175.62,131.72,68.33,Stable
2022-12-19,Tomato,Maha,169.97,127.48,70.6,Stable
2022-12-20,Tomato,Maha,158.96,119.22,75.49,Stable
2022-12-21,Tomato,Maha,168.26,126.2,71.32,Stable
2022-12-22,Tomato,Maha,187.09,140.32,64.14,High
2022-12-23,Tomato,Maha,180.7,135.52,66.41,High
2022-12-24,Tomato,Maha,155.4,116.55,77.22,Stable
2022-12-25,Tomato,Maha,166.23,124.67,72.19,Stable
2022-12-26,Tomato,Maha,182.65,136.99,65.7,High
2022-12-27,Tomato,Maha,157.34,118.0,76.27,Stable
2022-12-28,Tomato,Maha,161.73,121.3,74.2,Stable
2022-12-29,Tomato,Maha,187.65,140.74,63.95,High
2022-12-30,Tomato,Maha,165.38,124.04,72.56,Stable
2022-12-31,Tomato,Maha,162.69,122.02,73.76,Stable
2023-01-01,Tomato,Maha,186.05,139.54,64.5,High
2023-01-02,Tomato,Maha,162.91,122.18,73.66,Stable
2023-01-03,Tomato,Maha,166.67,125.0,72.0,Stable
2023-01-04,Tomato,Maha,159.32,119.49,75.32,Stable
2023-01-05,Tomato,Maha,168.75,126.56,71.11,Stable
2023-01-06,Tomato,Maha,155.76,116.82,77.04,Stable
2023-01-07,Tomato,Maha,164.63,123.47,72.89,Stable
2023-01-08,Tomato,Maha,163.35,122.51,73.46,Stable
2023-01-09,Tomato,Maha,187.73,140.8,63.92,High
2023-01-10,Tomato,Maha,189.04,141.78,63.48,High
2023-01-11,Tomato,Maha,188.98,141.73,63.5,High
2023-01-12,Tomato,Maha,187.71,140.78,63.93,High
2023-01-13,Tomato,Maha,158.17,118.63,75.87,Stable
2023-01-14,Tomato,Maha,178.02,133.52,67.41,Stable
2023-01-15,Tomato,Maha,180.56,135.42,66.46,High
2023-01-16,Tomato,Maha,162.82,122.12,73.7,Stable
2023-01-17,Tomato,Maha,170.67,128.0,70.31,Stable
2023-01-18,Tomato,Maha,182.34,136.76,65.81,High
2023-01-19,Tomato,Maha,164.23,123.17,73.07,Stable
2023-01-20,Tomato,Maha,162.87,122.15,73.68,Stable
2023-01-21,Tomato,Maha,163.89,122.92,73.22,Stable
2023-01-22,Tomato,Maha,159.24,119.43,75.36,Stable
2023-01-23,Tomato,Maha,176.7,132.52,67.91,Stable
2023-01-24,Tomato,Maha,162.95,122.21,73.64,Stable
2023-01-25,Tomato,Maha,170.0,127.5,70.59,Stable
2023-01-26,Tomato,Maha,181.65,136.24,66.06,High
2023-01-27,Tomato,Maha,175.46,131.6,68.39,Stable
2023-01-28,Tomato,Maha,159.81,119.86,75.09,Stable
2023-01-29,Tomato,Maha,161.59,121.19,74.26,Stable
2023-01-30,Tomato,Maha,180.97,135.73,66.31,High
2023-01-31,Tomato,Maha,163.73,122.8,73.29,Stable
2023-02-01,Tomato,Maha,167.29,125.47,71.73,Stable
2023-02-02,Tomato,Maha,171.4,128.55,70.01,Stable
2023-02-03,Tomato,Maha,158.73,119.05,75.6,Stable
2023-02-04,Tomato,Maha,180.72,135.54,66.4,High
2023-02-05,Tomato,Maha,169.23,126.92,70.91,Stable
2023-02-06,Tomato,Maha,179.0,134.25,67.04,High
2023-02-07,Tomato,Maha,161.1,120.82,74.49,Stable
2023-02-08,Tomato,Maha,186.16,139.62,64.46,High
2023-02-09,Tomato,Maha,156.82,117.62,76.52,Stable
2023-02-10,Tomato,Maha,167.11,125.33,71.81,Stable
2023-02-11,Tomato,Maha,187.85,140.89,63.88,High
2023-02-12,Tomato,Maha,168.78,126.58,71.1,Stable
2023-02-13,Tomato,Maha,177.7,133.27,67.53,Stable
2023-02-14,Tomato,Maha,172.81,129.61,69.44,Stable
2023-02-15,Tomato,Maha,162.6,121.95,73.8,Stable
2023-02-16,Tomato,Maha,169.95,127.46,70.61,Stable
2023-02-17,Tomato,Maha,187.41,140.56,64.03,High
2023-02-18,Tomato,Maha,160.17,120.13,74.92,Stable
2023-02-19,Tomato,Maha,161.57,121.18,74.27,Stable
2023-02-20,Tomato,Maha,162.12,121.59,74.02,Stable
2023-02-21,Tomato,Maha,178.7,134.02,67.15,High
2023-02-22,Tomato,Maha,188.15,141.11,63.78,High
2023-02-23,Tomato,Maha,171.16,128.37,70.11,Stable
2023-02-24,Tomato,Maha,182.95,137.21,65.59,High
2023-02-25,Tomato,Maha,172.66,129.5,69.5,Stable
2023-02-26,Tomato,Maha,176.94,132.7,67.82,Stable
2023-02-27,Tomato,Maha,186.25,139.69,64.43,High
2023-02-28,Tomato,Maha,163.2,122.4,73.53,Stable
2023-03-01,Tomato,Maha,163.4,122.55,73.44,Stable
2023-03-02,Tomato,Maha,189.27,141.95,63.4,High
2023-03-03,Tomato,Maha,176.47,132.35,68.0,Stable
2023-03-04,Tomato,Maha,167.93,125.95,71.46,Stable
2023-03-05,Tomato,Maha,161.07,120.8,74.5,Stable
2023-03-06,Tomato,Maha,178.12,133.59,67.37,Stable
2023-03-07,Tomato,Maha,162.95,122.21,73.64,Stable
2023-03-08,Tomato,Maha,182.95,137.21,65.59,High
2023-03-09,Tomato,Maha,157.42,118.06,76.23,Stable
2023-03-10,Tomato,Maha,170.7,128.02,70.3,Stable
2023-03-11,Tomato,Maha,156.43,117.32,76.71,Stable
2023-03-12,Tomato,Maha,156.19,117.14,76.83,Stable
2023-03-13,Tomato,Maha,188.92,141.69,63.52,High
2023-03-14,Tomato,Maha,166.0,124.5,72.29,Stable
2023-03-15,Tomato,Maha,161.14,120.85,74.47,Stable
2023-03-16,Tomato,Maha,155.7,116.78,77.07,Stable
2023-03-17,Tomato,Maha,182.48,136.86,65.76,High
2023-03-18,Tomato,Maha,175.9,131.93,68.22,Stable
2023-03-19,Tomato,Maha,166.69,125.02,71.99,Stable
2023-03-20,Tomato,Maha,166.97,125.23,71.87,Stable
2023-03-21,Tomato,Maha,188.18,141.14,63.77,High
2023-03-22,Tomato,Maha,161.86,121.4,74.14,Stable
2023-03-23,Tomato,Maha,166.2,124.65,72.2,Stable
2023-03-24,Tomato,Maha,158.77,119.08,75.58,Stable
2023-03-25,Tomato,Maha,172.31,129.23,69.64,Stable
2023-03-26,Tomato,Maha,180.23,135.17,66.58,High
2023-03-27,Tomato,Maha,169.23,126.92,70.91,Stable
2023-03-28,Tomato,Maha,169.11,126.83,70.96,Stable
2023-03-29,Tomato,Maha,155.08,116.31,77.38,Stable
2023-03-30,Tomato,Maha,181.3,135.98,66.19,High
2023-03-31,Tomato,Maha,183.94,137.95,65.24,High
2023-04-01,Tomato,Off-season,35.57,26.68,112.46,Low
2023-04-02,Tomato,Off-season,38.08,28.56,105.04,Low
2023-04-03,Tomato,Off-season,36.39,27.29,109.91,Low
2023-04-04,Tomato,Off-season,38.87,29.15,102.9,Low
2023-04-05,Tomato,Off-season,40.3,30.22,99.25,Low
2023-04-06,Tomato,Off-season,39.9,29.92,100.24,Low
2023-04-07,Tomato,Off-season,38.56,28.92,103.74,Low
2023-04-08,Tomato,Off-season,41.52,31.14,96.34,Low
2023-04-09,Tomato,Off-season,41.99,31.49,95.26,Low
2023-04-10,Tomato,Off-season,35.98,26.98,111.18,Low
2023-04-11,Tomato,Off-season,36.07,27.05,110.9,Low
2023-04-12,Tomato,Off-season,37.9,28.42,105.55,Low
2023-04-13,Tomato,Off-season,38.16,28.62,104.82,Low
2023-04-14,Tomato,Off-season,40.29,30.22,99.27,Low
2023-04-15,Tomato,Off-season,36.81,27.61,108.67,Low
2023-04-16,Tomato,Off-season,35.54,26.66,112.56,Low
2023-04-17,Tomato,Off-season,42.01,31.51,95.22,Low
2023-04-18,Tomato,Off-season,39.04,29.28,102.47,Low
2023-04-19,Tomato,Off-season,39.16,29.37,102.14,Low
2023-04-20,Tomato,Off-season,35.83,26.87,111.63,Low
2023-04-21,Tomato,Off-season,38.91,29.18,102.8,Low
2023-04-22,Tomato,Off-season,36.8,27.6,108.69,Low
2023-04-23,Tomato,Off-season,34.84,26.13,114.82,Low
2023-04-24,Tomato,Off-season,37.35,28.01,107.09,Low
2023-04-25,Tomato,Off-season,34.69,26.02,115.32,Low
2023-04-26,Tomato,Off-season,36.04,27.03,110.98,Low
2023-04-27,Tomato,Off-season,39.59,29.69,101.04,Low
2023-04-28,Tomato,Off-season,35.3,26.48,113.31,Low
2023-04-29,Tomato,Off-season,39.53,29.65,101.19,Low
2023-04-30,Tomato,Off-season,40.72,30.54,98.22,Low
2023-05-01,Tomato,Yala,106.13,79.6,75.38,Stable
2023-05-02,Tomato,Yala,110.67,83.0,72.29,Stable
2023-05-03,Tomato,Yala,109.47,82.1,73.08,Stable
2023-05-04,Tomato,Yala,113.03,84.77,70.78,Stable
2023-05-05,Tomato,Yala,115.72,86.79,69.13,Stable
2023-05-06,Tomato,Yala,125.94,94.46,63.52,Stable
2023-05-07,Tomato,Yala,117.27,87.95,68.22,Stable
2023-05-08,Tomato,Yala,122.4,91.8,65.36,Stable
2023-05-09,Tomato,Yala,122.72,92.04,65.19,Stable
2023-05-10,Tomato,Yala,121.58,91.18,65.8,Stable
2023-05-11,Tomato,Yala,116.86,87.64,68.46,Stable
2023-05-12,Tomato,Yala,124.49,93.37,64.26,Stable
2023-05-13,Tomato,Yala,122.74,92.06,65.18,Stable
2023-05-14,Tomato,Yala,114.35,85.76,69.96,Stable
2023-05-15,Tomato,Yala,105.25,78.94,76.01,Stable
2023-05-16,Tomato,Yala,105.53,79.15,75.81,Stable
2023-05-17,Tomato,Yala,108.45,81.34,73.77,Stable
2023-05-18,Tomato,Yala,104.25,78.19,76.74,Stable
2023-05-19,Tomato,Yala,114.99,86.24,69.57,Stable
2023-05-20,Tomato,Yala,107.32,80.49,74.54,Stable
2023-05-21,Tomato,Yala,105.54,79.16,75.8,Stable
2023-05-22,Tomato,Yala,103.51,77.63,77.29,Stable
2023-05-23,Tomato,Yala,103.99,77.99,76.93,Stable
2023-05-24,Tomato,Yala,117.77,88.33,67.93,Stable
2023-05-25,Tomato,Yala,125.08,93.81,63.96,Stable
2023-05-26,Tomato,Yala,124.9,93.68,64.05,Stable
2023-05-27,Tomato,Yala,109.16,81.87,73.29,Stable
2023-05-28,Tomato,Yala,111.92,83.94,71.48,Stable
2023-05-29,Tomato,Yala,108.92,81.69,73.45,Stable
2023-05-30,Tomato,Yala,121.45,91.09,65.87,Stable
2023-05-31,Tomato,Yala,111.11,83.33,72.0,Stable
2023-06-01,Tomato,Yala,124.05,93.04,64.49,Stable
2023-06-02,Tomato,Yala,112.95,84.71,70.83,Stable
2023-06-03,Tomato,Yala,112.6,84.45,71.05,Stable
2023-06-04,Tomato,Yala,122.98,92.24,65.05,Stable
2023-06-05,Tomato,Yala,112.38,84.28,71.19,Stable
2023-06-06,Tomato,Yala,107.77,80.83,74.23,Stable
2023-06-07,Tomato,Yala,103.75,77.81,77.11,Stable
2023-06-08,Tomato,Yala,115.26,86.44,69.41,Stable
2023-06-09,Tomato,Yala,122.19,91.64,65.47,Stable
2023-06-10,Tomato,Yala,118.82,89.12,67.33,Stable
2023-06-11,Tomato,Yala,103.8,77.85,77.07,Stable
2023-06-12,Tomato,Yala,122.87,92.15,65.11,Stable
2023-06-13,Tomato,Yala,123.19,92.39,64.94,Stable
2023-06-14,Tomato,Yala,108.5,81.38,73.73,Stable
2023-06-15,Tomato,Yala,108.9,81.68,73.46,Stable
2023-06-16,Tomato,Yala,119.05,89.29,67.2,Stable
2023-06-17,Tomato,Yala,106.44,79.83,75.16,Stable
2023-06-18,Tomato,Yala,107.63,80.72,74.33,Stable
2023-06-19,Tomato,Yala,124.05,93.04,64.49,Stable
2023-06-20,Tomato,Yala,109.17,81.88,73.28,Stable
2023-06-21,Tomato,Yala,106.51,79.88,75.11,Stable
2023-06-22,Tomato,Yala,106.26,79.7,75.29,Stable
2023-06-23,Tomato,Yala,119.89,89.92,66.73,Stable
2023-06-24,Tomato,Yala,105.22,78.91,76.03,Stable
2023-06-25,Tomato,Yala,110.93,83.2,72.12,Stable
2023-06-26,Tomato,Yala,111.76,83.82,71.58,Stable
2023-06-27,Tomato,Yala,106.16,79.62,75.36,Stable
2023-06-28,Tomato,Yala,106.68,80.01,74.99,Stable
2023-06-29,Tomato,Yala,118.06,88.54,67.76,Stable
2023-06-30,Tomato,Yala,115.56,86.67,69.23,Stable
2023-07-01,Tomato,Yala,106.68,80.01,74.99,Stable
